company,year,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats,selling_price
Hyundai,2010,90000.0,Diesel,Individual,Manual,Second Owner,23.0,1396.0,90.0,5.0,350000.0
Skoda,2012,140000.0,Diesel,Individual,Manual,First Owner,20.5,1598.0,103.5,5.0,295000.0
Maruti,2018,25000.0,Petrol,Individual,Manual,First Owner,21.21,1197.0,81.8,5.0,600000.0
Toyota,2018,60000.0,Diesel,Individual,Manual,First Owner,20.37,1248.0,79.4,8.0,20.37
Maruti,2012,30000.0,Petrol,Individual,Manual,First Owner,16.1,796.0,37.0,4.0,100000.0
Ford,2018,13000.0,Petrol,Individual,Manual,First Owner,20.4,1194.0,94.93,5.0,690000.0
Hyundai,2018,42000.0,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.83,5.0,710000.0
Hyundai,2018,10000.0,Petrol,Individual,Manual,Second Owner,20.3,998.0,68.05,5.0,350000.0
Maruti,2012,13000.0,Petrol,Individual,Manual,First Owner,20.92,998.0,67.1,5.0,220000.0
Renault,2019,6500.0,Petrol,Individual,Manual,First Owner,20.0,999.0,72.0,7.0,700000.0
Hyundai,2013,49500.0,Petrol,Individual,Manual,Second Owner,21.1,814.0,55.2,5.0,198000.0
Hyundai,2011,50000.0,Diesel,Individual,Manual,First Owner,23.0,1396.0,90.0,5.0,350000.0
Maruti,2016,35000.0,Petrol,Individual,Manual,Second Owner,21.4,1197.0,83.1,5.0,650000.0
Mahindra,2015,120000.0,Diesel,Individual,Manual,Second Owner,21.03,1461.0,65.0,5.0,380000.0
Tata,2014,50000.0,Petrol,Individual,Manual,Second Owner,17.57,1193.0,88.7,5.0,360000.0
Skoda,2012,116000.0,Petrol,Individual,Manual,First Owner,15.0,1598.0,103.5,5.0,385000.0
Hyundai,2012,60000.0,Diesel,Individual,Manual,Second Owner,20.37,1248.0,79.4,5.0,20.37
Mahindra,2013,60000.0,Diesel,Individual,Manual,Second Owner,20.37,1248.0,79.4,7.0,20.37
Fiat,2011,100000.0,Diesel,Individual,Manual,Third Owner,20.3,1248.0,75.0,5.0,254999.0
Hyundai,2015,20000.0,Petrol,Individual,Manual,First Owner,18.9,1197.0,81.86,5.0,499000.0
Maruti,2018,60000.0,Diesel,Individual,Automatic,First Owner,28.4,1248.0,74.02,5.0,730000.0
Honda,2016,30000.0,Diesel,Individual,Manual,Second Owner,27.3,1498.0,98.6,5.0,650000.0
Renault,2012,75000.0,Diesel,Individual,Manual,First Owner,23.08,1461.0,63.12,5.0,220000.0
Maruti,2006,110000.0,Petrol,Individual,Manual,Third Owner,19.3,1248.0,82.0,5.0,229999.0
Maruti,2006,90000.0,Petrol,Individual,Manual,Fourth & Above Owner,19.3,1248.0,82.0,5.0,215000.0
Tata,2006,110000.0,Diesel,Individual,Manual,Third Owner,16.8,1405.0,62.0,5.0,100000.0
Hyundai,2004,120000.0,Petrol,Individual,Manual,Fourth & Above Owner,14.4,1599.0,94.0,5.0,110000.0
Tata,2009,48000.0,Diesel,Individual,Manual,Second Owner,17.0,1405.0,71.0,5.0,152000.0
Maruti,2020,5000.0,Petrol,Individual,Automatic,First Owner,20.89,1197.0,81.8,5.0,600000.0
Chevrolet,2016,60000.0,Diesel,Individual,Manual,First Owner,20.37,1248.0,79.4,10.0,20.37
Toyota,2018,116000.0,Diesel,Individual,Manual,First Owner,23.59,1364.0,67.05,5.0,780000.0
Maruti,2020,1000.0,Petrol,Individual,Manual,First Owner,21.21,1197.0,81.8,5.0,445000.0
Hyundai,2018,15000.0,Petrol,Individual,Automatic,First Owner,17.36,1197.0,81.86,5.0,575000.0
Maruti,2018,5000.0,Diesel,Individual,Manual,First Owner,25.1,1248.0,88.5,5.0,975000.0
Tata,2019,3500.0,Petrol,Individual,Manual,First Owner,23.84,1199.0,83.83,5.0,450000.0
Ford,2015,80000.0,Diesel,Individual,Manual,First Owner,25.83,1498.0,99.0,5.0,480000.0
Maruti,2008,60000.0,Petrol,Individual,Manual,First Owner,20.37,1248.0,79.4,8.0,20.37
Hyundai,2006,60000.0,Petrol,Individual,Manual,Third Owner,19.3,1248.0,82.0,5.0,105000.0
BMW,2018,60000.0,Diesel,Individual,Automatic,First Owner,20.37,1248.0,79.4,4.0,20.37
Hyundai,2014,72000.0,Petrol,Dealer,Manual,First Owner,18.6,1197.0,81.83,5.0,415000.0
Maruti,2015,51000.0,Petrol,Dealer,Manual,First Owner,22.0,1197.0,81.8,5.0,475000.0
Maruti,2017,29000.0,Petrol,Dealer,Manual,First Owner,20.89,1197.0,81.8,5.0,525000.0
Maruti,2015,28000.0,Petrol,Dealer,Manual,First Owner,20.52,1197.0,81.8,5.0,365000.0
Maruti,2011,97000.0,Diesel,Dealer,Manual,First Owner,25.2,1248.0,74.0,5.0,375000.0
Maruti,2018,59000.0,Diesel,Dealer,Manual,First Owner,28.4,1248.0,74.02,5.0,765000.0
Maruti,2019,27000.0,Diesel,Individual,Manual,First Owner,28.4,1248.0,74.02,5.0,770000.0
Renault,2018,30000.0,Petrol,Individual,Manual,First Owner,25.17,799.0,53.3,5.0,350000.0
Mahindra,2015,60000.0,Diesel,Individual,Manual,First Owner,20.37,1248.0,79.4,7.0,20.37
Mahindra,2014,60000.0,Diesel,Dealer,Manual,First Owner,20.37,1248.0,79.4,7.0,20.37
Maruti,2018,15000.0,Diesel,Individual,Manual,First Owner,25.1,1248.0,88.5,5.0,990000.0
Maruti,2019,35700.0,Diesel,Dealer,Manual,First Owner,28.4,1248.0,74.02,5.0,800000.0
Hyundai,2012,60000.0,Diesel,Individual,Manual,Third Owner,20.37,1248.0,79.4,5.0,20.37
Volkswagen,2013,120000.0,Diesel,Individual,Manual,First Owner,22.07,1199.0,73.9,5.0,325000.0
Volkswagen,2013,80000.0,Diesel,Individual,Manual,First Owner,22.07,1199.0,73.9,5.0,360000.0
Maruti,2010,120000.0,Petrol,Individual,Manual,First Owner,20.92,998.0,67.1,5.0,148000.0
Maruti,2017,36000.0,Diesel,Individual,Manual,First Owner,27.39,1248.0,74.0,5.0,670000.0
Toyota,2014,120000.0,Diesel,Individual,Manual,First Owner,23.59,1364.0,67.04,5.0,430999.0
Maruti,2017,60000.0,Petrol,Individual,Manual,First Owner,20.37,1248.0,79.4,8.0,20.37
Tata,2012,60000.0,Petrol,Individual,Manual,Second Owner,20.37,1248.0,79.4,4.0,20.37
Renault,2019,35000.0,Petrol,Individual,Manual,First Owner,23.01,999.0,67.0,5.0,300000.0
Mahindra,2011,60000.0,Diesel,Individual,Manual,Second Owner,20.37,1248.0,79.4,7.0,20.37
Ford,2010,70000.0,Diesel,Individual,Manual,First Owner,20.0,1399.0,68.0,5.0,260000.0
Maruti,2012,90000.0,Diesel,Individual,Manual,Third Owner,19.3,1248.0,73.9,5.0,320000.0
Tata,2018,35000.0,Petrol,Individual,Manual,First Owner,17.0,1198.0,108.5,5.0,700000.0
Volkswagen,2012,80000.0,Petrol,Individual,Manual,First Owner,16.47,1198.0,73.9,5.0,415000.0
Maruti,2008,120000.0,Diesel,Individual,Manual,Second Owner,17.8,1248.0,75.0,5.0,260000.0
Tata,2011,60000.0,Petrol,Individual,Manual,First Owner,20.37,1248.0,79.4,4.0,20.37
Toyota,2015,30000.0,Petrol,Individual,Manual,First Owner,17.71,1197.0,78.9,5.0,515000.0
Hyundai,2016,60000.0,Diesel,Individual,Manual,First Owner,20.37,1248.0,79.4,5.0,20.37
Skoda,2007,60000.0,Diesel,Individual,Manual,Second Owner,20.37,1248.0,79.4,5.0,20.37
Ford,2017,101000.0,Diesel,Individual,Manual,First Owner,22.77,1498.0,98.59,5.0,934000.0
Ford,2007,110000.0,Diesel,Individual,Manual,First Owner,17.8,1399.0,68.0,5.0,210000.0
Toyota,2014,60000.0,Diesel,Individual,Manual,Third Owner,20.37,1248.0,79.4,8.0,20.37
Chevrolet,2011,60000.0,Diesel,Individual,Manual,Second Owner,20.37,1248.0,79.4,7.0,20.37
Chevrolet,2012,60000.0,Diesel,Individual,Manual,Fourth & Above Owner,20.37,1248.0,79.4,5.0,20.37
Chevrolet,2010,60000.0,Diesel,Individual,Manual,Fourth & Above Owner,20.37,1248.0,79.4,9.0,20.37
Honda,2015,22700.0,Petrol,Individual,Manual,First Owner,18.7,1199.0,88.7,5.0,700000.0
Hyundai,2016,45000.0,Petrol,Individual,Manual,First Owner,18.9,1197.0,82.0,5.0,525000.0
Maruti,2011,36000.0,Petrol,Individual,Manual,Second Owner,15.37,1196.0,73.0,5.0,250000.0
Maruti,2015,57000.0,Diesel,Individual,Manual,Second Owner,26.59,1248.0,74.0,5.0,575000.0
Tata,2018,33000.0,Diesel,Individual,Manual,First Owner,27.28,1047.0,69.0,5.0,540000.0
Maruti,2012,59000.0,Petrol,Individual,Manual,First Owner,16.02,1373.0,93.7,7.0,560000.0
Volkswagen,2012,60000.0,Diesel,Individual,Manual,First Owner,20.37,1248.0,79.4,5.0,20.37
Ford,2011,80000.0,Petrol,Individual,Manual,Second Owner,15.6,1196.0,70.0,5.0,240000.0
Chevrolet,2012,70000.0,LPG,Individual,Manual,First Owner,13.2,995.0,60.2,5.0,300000.0
Datsun,2018,50000.0,Petrol,Individual,Manual,First Owner,22.7,799.0,53.64,5.0,280000.0
Maruti,2011,118000.0,Diesel,Individual,Manual,Second Owner,21.1,1248.0,73.9,5.0,350000.0
Tata,2014,60000.0,Diesel,Individual,Manual,Second Owner,20.37,1248.0,79.4,5.0,20.37
Tata,2018,20000.0,Diesel,Individual,Manual,First Owner,21.5,1497.0,108.5,5.0,980000.0
Tata,2018,21871.0,Diesel,Individual,Manual,First Owner,21.5,1497.0,108.5,5.0,969999.0
Mahindra,2016,120000.0,Diesel,Individual,Manual,First Owner,25.32,1198.0,77.0,6.0,357000.0
Tata,2014,100000.0,Diesel,Individual,Manual,First Owner,19.1,1405.0,70.0,5.0,280000.0
Mahindra,2012,60000.0,Diesel,Individual,Manual,First Owner,20.37,1248.0,79.4,7.0,20.37
Maruti,2014,50000.0,Diesel,Individual,Manual,First Owner,19.3,1248.0,82.0,5.0,217000.0
Maruti,2015,70000.0,Petrol,Individual,Manual,First Owner,22.74,796.0,47.3,5.0,250000.0
Chevrolet,2016,80000.0,Diesel,Individual,Manual,First Owner,18.2,1248.0,73.74,8.0,525000.0
Tata,2018,25000.0,Petrol,Individual,Manual,First Owner,23.84,1199.0,84.0,5.0,500000.0
Mahindra,2019,60000.0,Diesel,Individual,Manual,First Owner,20.37,1248.0,79.4,7.0,20.37
Maruti,2017,25000.0,Petrol,Individual,Manual,First Owner,24.7,796.0,47.3,5.0,316000.0
Maruti,2018,50000.0,Petrol,Individual,Manual,First Owner,24.7,796.0,47.3,5.0,350000.0
Tata,2018,14000.0,Diesel,Individual,Manual,First Owner,21.5,1497.0,108.5,5.0,950000.0
Maruti,2005,55425.0,Petrol,Individual,Manual,Second Owner,16.1,796.0,37.0,4.0,45000.0
Mahindra,2013,60000.0,Diesel,Individual,Manual,First Owner,20.37,1248.0,79.4,7.0,20.37
Toyota,2020,60000.0,Diesel,Individual,Automatic,First Owner,20.37,1248.0,79.4,7.0,20.37
Mahindra,2016,139000.0,Diesel,Individual,Manual,First Owner,18.49,1493.0,100.0,7.0,600000.0
Volkswagen,2014,100000.0,Petrol,Individual,Manual,First Owner,15.04,1598.0,103.2,5.0,430000.0
Hyundai,2015,60000.0,Diesel,Individual,Manual,First Owner,20.37,1248.0,79.4,5.0,20.37
Skoda,2013,35000.0,Petrol,Individual,Automatic,Second Owner,14.3,1598.0,103.5,5.0,395000.0
Tata,2008,60000.0,Diesel,Individual,Manual,First Owner,20.37,1248.0,79.4,9.0,20.37
Maruti,2013,37659.0,Diesel,Individual,Manual,First Owner,20.77,1248.0,88.8,7.0,700000.0
Maruti,2012,89000.0,Diesel,Individual,Manual,Second Owner,23.2,1248.0,73.94,5.0,250000.0
Maruti,2013,37500.0,Diesel,Individual,Manual,Second Owner,20.77,1248.0,88.8,7.0,680000.0
Tata,2018,5000.0,Petrol,Individual,Automatic,First Owner,23.84,1199.0,84.0,5.0,500000.0
Hyundai,2013,21000.0,Petrol,Individual,Manual,First Owner,18.9,1197.0,81.86,5.0,420000.0
Maruti,2017,10000.0,Petrol,Individual,Manual,Second Owner,23.95,998.0,67.05,5.0,290000.0
Maruti,2017,30000.0,Diesel,Individual,Manual,First Owner,28.4,1248.0,74.02,5.0,750000.0
Maruti,2015,19800.0,Petrol,Individual,Manual,First Owner,15.37,1196.0,73.0,7.0,300000.0
Maruti,2011,90000.0,Diesel,Individual,Manual,Third Owner,21.1,1248.0,73.9,5.0,250000.0
Honda,2014,33033.0,Petrol,Dealer,Manual,First Owner,19.4,1198.0,86.8,5.0,335000.0
Hyundai,2015,63063.0,Petrol,Dealer,Automatic,First Owner,18.9,1197.0,82.0,5.0,465000.0
Maruti,2007,70000.0,Petrol,Individual,Manual,Second Owner,18.9,1061.0,67.0,5.0,100000.0
Maruti,2007,80000.0,Petrol,Individual,Manual,Second Owner,17.3,1061.0,64.0,5.0,100000.0
Maruti,2013,120000.0,Diesel,Individual,Manual,Third Owner,20.77,1248.0,88.76,7.0,550000.0
Maruti,2012,120000.0,Diesel,Individual,Manual,First Owner,19.3,1248.0,73.9,5.0,341000.0
Hyundai,2017,50000.0,Diesel,Individual,Manual,First Owner,24.0,1186.0,73.97,5.0,600000.0
Honda,2014,167000.0,Diesel,Individual,Manual,First Owner,25.1,1498.0,98.6,5.0,650000.0
Chevrolet,2008,80000.0,Petrol,Individual,Manual,First Owner,16.0,995.0,63.0,5.0,75527.0
Tata,2014,100000.0,Diesel,Individual,Manual,Second Owner,25.0,1396.0,69.01,5.0,215000.0
Maruti,2017,60000.0,Diesel,Individual,Manual,First Owner,28.09,1248.0,88.5,5.0,650000.0
Renault,2017,50000.0,Diesel,Individual,Manual,First Owner,20.37,1461.0,108.45,5.0,900000.0
Hyundai,2014,17000.0,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.83,5.0,500000.0
Maruti,2017,46000.0,Petrol,Individual,Manual,First Owner,21.4,1197.0,83.1,5.0,550000.0
Maruti,2015,60000.0,Diesel,Individual,Manual,First Owner,25.2,1248.0,74.0,5.0,475000.0
Maruti,2006,60000.0,Petrol,Individual,Manual,Second Owner,20.37,1248.0,79.4,5.0,20.37
Hyundai,2015,60000.0,Diesel,Individual,Manual,First Owner,24.4,1120.0,71.0,5.0,425000.0
Toyota,2012,90000.0,Diesel,Individual,Manual,Fourth & Above Owner,21.43,1364.0,87.2,5.0,476999.0
Chevrolet,2011,40000.0,Petrol,Individual,Manual,Second Owner,18.0,995.0,62.0,5.0,150000.0
Maruti,2011,90000.0,Petrol,Individual,Manual,First Owner,19.7,796.0,46.3,5.0,225000.0
Maruti,2010,80000.0,Petrol,Individual,Manual,First Owner,19.7,796.0,46.3,5.0,190000.0
Maruti,2003,164000.0,Petrol,Individual,Manual,Third Owner,19.7,796.0,46.3,5.0,100000.0
Mahindra,2011,60000.0,Diesel,Individual,Manual,Second Owner,20.37,1248.0,79.4,7.0,20.37
Audi,2018,60000.0,Diesel,Dealer,Automatic,First Owner,20.37,1248.0,79.4,5.0,20.37
Honda,2016,60000.0,Petrol,Dealer,Automatic,First Owner,20.37,1248.0,79.4,5.0,20.37
Lexus,2019,60000.0,Petrol,Dealer,Automatic,First Owner,20.37,1248.0,79.4,5.0,20.37
Jaguar,2017,60000.0,Diesel,Dealer,Automatic,First Owner,20.37,1248.0,79.4,5.0,20.37
Jeep,2017,60000.0,Petrol,Individual,Automatic,First Owner,20.37,1248.0,79.4,5.0,20.37
Mahindra,2018,60000.0,Diesel,Dealer,Manual,First Owner,20.37,1248.0,79.4,6.0,20.37
Toyota,2016,60000.0,Petrol,Trustmark Dealer,Automatic,First Owner,20.37,1248.0,79.4,5.0,20.37
Honda,2016,56494.0,Petrol,Trustmark Dealer,Manual,First Owner,18.2,1199.0,88.7,5.0,550000.0
Toyota,2013,60000.0,Diesel,Trustmark Dealer,Manual,Second Owner,20.37,1248.0,79.4,7.0,20.37
Honda,2019,7032.0,Petrol,Trustmark Dealer,Automatic,First Owner,19.0,1199.0,88.76,5.0,779000.0
BMW,2018,60000.0,Diesel,Dealer,Automatic,First Owner,20.37,1248.0,79.4,5.0,20.37
Mercedes-Benz,2019,60000.0,Petrol,Dealer,Automatic,First Owner,20.37,1248.0,79.4,5.0,20.37
Land,2019,60000.0,Diesel,Dealer,Automatic,First Owner,20.37,1248.0,79.4,7.0,20.37
Tata,2017,60000.0,Diesel,Dealer,Manual,First Owner,20.37,1248.0,79.4,7.0,20.37
Mercedes-Benz,2017,60000.0,Diesel,Dealer,Automatic,First Owner,20.37,1248.0,79.4,5.0,20.37
Hyundai,2016,45629.0,Petrol,Trustmark Dealer,Automatic,First Owner,18.9,1197.0,81.86,5.0,475000.0
Hyundai,2019,3500.0,Petrol,Dealer,Automatic,First Owner,18.15,998.0,118.35,5.0,1125000.0
Honda,2017,60000.0,Petrol,Dealer,Automatic,First Owner,20.37,1248.0,79.4,5.0,20.37
Mahindra,2019,35000.0,Diesel,Individual,Manual,First Owner,16.5,1493.0,70.0,7.0,740000.0
Mahindra,2018,15000.0,Petrol,Individual,Manual,First Owner,18.15,1198.0,82.0,6.0,400000.0
Maruti,2018,14000.0,Petrol,Individual,Manual,First Owner,20.51,998.0,67.04,5.0,430000.0
Mahindra,2019,20000.0,Petrol,Individual,Manual,First Owner,17.0,1197.0,110.0,5.0,1132000.0
Maruti,2017,68850.0,Petrol,Dealer,Manual,First Owner,18.9,998.0,67.1,5.0,352000.0
Tata,2016,45775.0,Petrol,Dealer,Manual,First Owner,23.84,1199.0,84.0,5.0,252999.0
Chevrolet,2012,70000.0,Petrol,Individual,Manual,Second Owner,16.2,995.0,62.1,5.0,80000.0
Maruti,2015,68203.0,Petrol,Dealer,Manual,First Owner,21.79,998.0,67.05,5.0,313000.0
Hyundai,2014,30000.0,Petrol,Individual,Manual,Second Owner,18.9,1197.0,81.86,5.0,380000.0
Renault,2018,25000.0,Petrol,Individual,Manual,First Owner,25.17,799.0,53.3,5.0,350000.0
Renault,2016,90000.0,Diesel,Individual,Manual,Second Owner,19.87,1461.0,83.8,5.0,600000.0
Tata,2011,97343.0,Diesel,Dealer,Manual,First Owner,18.8,1248.0,90.0,5.0,88000.0
Maruti,2008,60000.0,Petrol,Individual,Manual,Fourth & Above Owner,20.37,1248.0,79.4,8.0,20.37
Maruti,2008,70000.0,Petrol,Individual,Manual,Fourth & Above Owner,19.3,1248.0,82.0,5.0,125000.0
Hyundai,2014,31000.0,Petrol,Individual,Manual,First Owner,20.36,1197.0,78.9,5.0,290000.0
Mahindra,2014,60000.0,Diesel,Individual,Manual,First Owner,20.37,1248.0,79.4,7.0,20.37
Maruti,2015,20000.0,CNG,Individual,Manual,First Owner,21.94,1196.0,61.7,5.0,380000.0
Hyundai,2014,62000.0,Petrol,Individual,Manual,First Owner,21.1,814.0,55.2,5.0,180000.0
Maruti,2008,29000.0,Petrol,Individual,Manual,First Owner,16.1,796.0,37.0,4.0,75000.0
Tata,2012,60000.0,Diesel,Dealer,Manual,First Owner,20.37,1248.0,79.4,7.0,20.37
Chevrolet,2010,60000.0,Petrol,Individual,Manual,Second Owner,18.6,1199.0,79.4,5.0,110000.0
Maruti,2018,10000.0,Petrol,Individual,Manual,First Owner,23.95,998.0,67.05,5.0,390000.0
Hyundai,2015,70000.0,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.83,5.0,550000.0
Hyundai,2004,70000.0,Petrol,Individual,Manual,Second Owner,19.3,1248.0,82.0,5.0,70000.0
Maruti,2008,59400.0,Petrol,Individual,Manual,Fourth & Above Owner,16.1,796.0,37.0,4.0,70000.0
Hyundai,2013,20000.0,Petrol,Individual,Manual,First Owner,21.1,814.0,55.2,5.0,275000.0
Maruti,2009,125876.0,Petrol,Individual,Manual,Second Owner,15.0,1586.0,104.68,5.0,250000.0
Jeep,2019,60000.0,Petrol,Individual,Automatic,First Owner,20.37,1248.0,79.4,5.0,20.37
Tata,2011,60000.0,Diesel,Individual,Manual,Second Owner,20.37,1248.0,79.4,7.0,20.37
Isuzu,2017,60000.0,Diesel,Individual,Manual,First Owner,20.37,1248.0,79.4,5.0,20.37
Audi,2014,60000.0,Diesel,Individual,Automatic,First Owner,20.37,1248.0,79.4,5.0,20.37
Toyota,2011,60000.0,Diesel,Individual,Manual,First Owner,20.37,1248.0,79.4,7.0,20.37
Toyota,2014,60000.0,Diesel,Individual,Manual,First Owner,20.37,1248.0,79.4,7.0,20.37
Maruti,2014,65204.0,Petrol,Trustmark Dealer,Automatic,First Owner,23.1,998.0,67.04,5.0,325000.0
Hyundai,2019,2286.0,Petrol,Trustmark Dealer,Automatic,First Owner,18.15,998.0,118.35,5.0,1150000.0
Maruti,2018,15732.0,Petrol,Dealer,Automatic,First Owner,22.0,1197.0,81.8,5.0,655000.0
Mahindra,2019,60000.0,Diesel,Dealer,Manual,First Owner,20.37,1248.0,79.4,7.0,20.37
Maruti,2018,33000.0,Petrol,Dealer,Manual,First Owner,20.89,1197.0,81.8,5.0,525000.0
Hyundai,2014,100000.0,Petrol,Individual,Manual,First Owner,19.81,1086.0,68.05,5.0,300000.0
BMW,2017,60000.0,Diesel,Dealer,Automatic,First Owner,20.37,1248.0,79.4,5.0,20.37
BMW,2019,60000.0,Diesel,Dealer,Automatic,First Owner,20.37,1248.0,79.4,5.0,20.37
Honda,2018,28900.0,Petrol,Dealer,Manual,First Owner,17.8,1497.0,117.3,5.0,925000.0
Honda,2017,49523.0,Petrol,Dealer,Manual,First Owner,17.0,1497.0,118.0,5.0,675000.0
Maruti,2018,48000.0,Diesel,Dealer,Manual,First Owner,24.3,1248.0,88.5,5.0,745000.0
Maruti,2018,17000.0,Diesel,Dealer,Manual,First Owner,24.3,1248.0,88.5,5.0,835000.0
Volkswagen,2019,36800.0,Diesel,Dealer,Manual,First Owner,20.14,1498.0,88.0,5.0,695000.0
Maruti,2018,36521.0,Diesel,Dealer,Manual,First Owner,24.3,1248.0,88.5,5.0,725000.0
Maruti,2017,90000.0,Petrol,Individual,Manual,First Owner,22.0,1197.0,81.8,5.0,620000.0
Maruti,1998,80000.0,Petrol,Individual,Manual,Third Owner,17.3,993.0,60.0,5.0,58000.0
Nissan,2014,71000.0,Diesel,Dealer,Manual,First Owner,21.64,1461.0,84.8,5.0,335000.0
Mahindra,2011,60000.0,Diesel,Dealer,Manual,First Owner,20.37,1248.0,79.4,7.0,20.37
Renault,2015,75000.0,Diesel,Dealer,Manual,First Owner,19.87,1461.0,83.8,5.0,484999.0
Maruti,2015,33000.0,Petrol,Individual,Manual,First Owner,20.73,1373.0,91.1,5.0,610000.0
Hyundai,2015,60000.0,Diesel,Individual,Manual,First Owner,20.37,1248.0,79.4,5.0,20.37
Renault,2019,35000.0,Petrol,Individual,Manual,First Owner,23.01,999.0,67.0,5.0,300000.0
Hyundai,2018,60000.0,Petrol,Individual,Manual,First Owner,20.37,1248.0,79.4,5.0,20.37
Maruti,2018,22000.0,Petrol,Individual,Manual,Second Owner,21.56,1462.0,103.25,5.0,650000.0
Hyundai,2015,60000.0,Diesel,Individual,Manual,First Owner,20.37,1248.0,79.4,5.0,20.37
Audi,2014,60000.0,Diesel,Individual,Automatic,First Owner,20.37,1248.0,79.4,5.0,20.37
Hyundai,2012,40000.0,Petrol,Individual,Manual,First Owner,20.36,1197.0,78.9,5.0,267000.0
Hyundai,2013,47000.0,Petrol,Individual,Manual,Second Owner,21.1,814.0,55.2,5.0,215000.0
Tata,2017,60000.0,Diesel,Individual,Manual,First Owner,20.37,1248.0,79.4,7.0,20.37
Maruti,2017,15000.0,Petrol,Individual,Manual,First Owner,24.7,796.0,47.3,5.0,282000.0
Toyota,2012,60000.0,Diesel,Individual,Manual,First Owner,20.37,1248.0,79.4,8.0,20.37
Mahindra,2018,60000.0,Diesel,Individual,Manual,First Owner,20.37,1248.0,79.4,6.0,20.37
Mahindra,2015,60000.0,Diesel,Individual,Manual,First Owner,20.37,1248.0,79.4,7.0,20.37
Hyundai,2013,110000.0,Diesel,Individual,Manual,Second Owner,21.27,1396.0,88.76,5.0,380000.0
Mahindra,2012,60000.0,Diesel,Individual,Manual,Second Owner,20.37,1248.0,79.4,9.0,20.37
Maruti,2011,120000.0,Diesel,Individual,Manual,First Owner,21.5,1248.0,88.8,5.0,242000.0
Renault,2017,35000.0,Petrol,Individual,Manual,Second Owner,25.17,799.0,53.3,5.0,350000.0
Tata,2018,22000.0,Petrol,Individual,Manual,First Owner,20.3,1199.0,84.0,5.0,400000.0
Maruti,2017,70000.0,Petrol,Individual,Manual,First Owner,20.51,998.0,67.04,5.0,400000.0
Chevrolet,2013,56000.0,Diesel,Dealer,Manual,First Owner,22.1,1248.0,74.0,5.0,246000.0
Tata,2014,65000.0,Diesel,Dealer,Manual,First Owner,19.09,1405.0,69.01,5.0,221000.0
Ford,2013,60000.0,Diesel,Dealer,Manual,First Owner,20.37,1248.0,79.4,7.0,20.37
Toyota,2016,60000.0,Diesel,Dealer,Automatic,First Owner,20.37,1248.0,79.4,7.0,20.37
Hyundai,2017,49000.0,Diesel,Dealer,Manual,First Owner,25.4,1186.0,73.97,5.0,550000.0
Maruti,2015,50000.0,Diesel,Dealer,Manual,Second Owner,28.09,1248.0,88.5,5.0,550000.0
Maruti,2013,65000.0,Diesel,Dealer,Manual,First Owner,28.4,1248.0,74.0,5.0,375000.0
Hyundai,2015,55000.0,Diesel,Dealer,Manual,First Owner,24.4,1120.0,71.0,5.0,391000.0
Mercedes-Benz,2015,60000.0,Diesel,Dealer,Automatic,Second Owner,20.37,1248.0,79.4,5.0,20.37
Tata,2014,60000.0,Diesel,Dealer,Manual,Second Owner,20.37,1248.0,79.4,7.0,20.37
Hyundai,2007,58000.0,Diesel,Dealer,Manual,Second Owner,16.8,1493.0,110.0,5.0,212000.0
Chevrolet,2011,56000.0,Diesel,Dealer,Manual,Second Owner,25.44,936.0,57.6,5.0,221000.0
Fiat,2010,61000.0,Diesel,Dealer,Manual,Second Owner,20.4,1248.0,91.7,5.0,265000.0
Renault,2013,61000.0,Diesel,Dealer,Manual,Second Owner,21.64,1461.0,84.8,5.0,399000.0
Hyundai,2008,61000.0,Diesel,Dealer,Manual,Second Owner,17.1,1493.0,110.0,5.0,175000.0
Skoda,2011,64481.0,Diesel,Dealer,Manual,Second Owner,20.5,1598.0,103.5,5.0,411000.0
Volkswagen,2011,65000.0,Diesel,Dealer,Manual,Second Owner,20.54,1598.0,103.6,5.0,365000.0
BMW,2009,60000.0,Diesel,Dealer,Automatic,Second Owner,20.37,1248.0,79.4,5.0,20.37
Nissan,2015,61000.0,Diesel,Dealer,Manual,Second Owner,22.71,1461.0,84.8,5.0,499000.0
Mercedes-Benz,2014,60000.0,Diesel,Individual,Automatic,First Owner,20.37,1248.0,79.4,5.0,20.37
Chevrolet,2009,30000.0,Petrol,Individual,Manual,First Owner,18.0,995.0,62.0,5.0,145000.0
Tata,2011,60000.0,Diesel,Individual,Manual,Second Owner,20.37,1248.0,79.4,5.0,20.37
Audi,2014,60000.0,Diesel,Individual,Automatic,First Owner,20.37,1248.0,79.4,5.0,20.37
Hyundai,2016,100000.0,Petrol,Individual,Manual,First Owner,20.3,998.0,68.05,5.0,280000.0
Mahindra,2011,60000.0,Diesel,Individual,Automatic,Second Owner,20.37,1248.0,79.4,8.0,20.37
Honda,2006,140000.0,Petrol,Individual,Manual,Third Owner,17.7,1497.0,78.0,5.0,150000.0
Honda,2017,70000.0,Petrol,Individual,Manual,First Owner,17.3,1497.0,117.3,7.0,600000.0
Renault,2016,60000.0,Petrol,Individual,Manual,First Owner,25.17,799.0,53.3,5.0,275000.0
